2021-05-03 00:34:13,126 [    INFO] employer: A new worker Philip was hired
2021-05-03 00:34:13,214 [    INFO] bender: Delivering package package_74
2021-05-03 00:34:13,214 [    INFO] employer: Package package_71 was delivered by Zoidberg
2021-05-03 00:34:13,214 [    INFO] hermes: Package package_73 successfully delivered
2021-05-03 00:34:13,214 [    INFO] amy: Delivering package package_75
2021-05-03 00:34:13,214 [    INFO] philip: Delivering package package_76
2021-05-03 00:34:13,214 [    INFO] employer: Package package_72 was delivered by Leela
2021-05-03 00:34:13,214 [    INFO] employer: Still 9928 packages to sent
2021-05-03 00:34:13,214 [    INFO] bender: Package package_74 successfully delivered
2021-05-03 00:34:13,214 [    INFO] zoidberg: Package package_77 is assigned to <Worker(Zoidberg, started 7668)>
2021-05-03 00:34:13,214 [    INFO] employer: Package package_73 was delivered by Hermes
2021-05-03 00:34:13,214 [    INFO] amy: Package package_75 successfully delivered
2021-05-03 00:34:13,214 [    INFO] philip: Package package_76 successfully delivered
2021-05-03 00:34:13,214 [    INFO] leela: Package package_78 is assigned to <Worker(Leela, started 3176)>
2021-05-03 00:34:13,214 [    INFO] employer: Still 9927 packages to sent
2021-05-03 00:34:13,214 [    INFO] employer: Package package_74 was delivered by Bender
2021-05-03 00:34:13,214 [    INFO] zoidberg: Delivering package package_77
2021-05-03 00:34:13,214 [    INFO] hermes: Package package_79 is assigned to <Worker(Hermes, started 4444)>
2021-05-03 00:34:13,214 [    INFO] employer: Package package_75 was delivered by Amy
2021-05-03 00:34:13,214 [    INFO] employer: Package package_76 was delivered by Philip
2021-05-03 00:34:13,214 [    INFO] leela: Delivering package package_78
2021-05-03 00:34:13,214 [    INFO] employer: Still 9924 packages to sent
2021-05-03 00:34:13,214 [    INFO] bender: Package package_80 is assigned to <Worker(Bender, started 2072)>
2021-05-03 00:34:13,214 [    INFO] zoidberg: Package package_77 successfully delivered
2021-05-03 00:34:13,214 [    INFO] hermes: Delivering package package_79
2021-05-03 00:34:13,214 [    INFO] amy: Package package_81 is assigned to <Worker(Amy, started 9380)>
2021-05-03 00:34:13,214 [    INFO] philip: Package package_82 is assigned to <Worker(Philip, started 7132)>
2021-05-03 00:34:13,214 [    INFO] leela: Package package_78 successfully delivered
2021-05-03 00:34:13,214 [    INFO] employer: Still 9924 packages to sent
2021-05-03 00:34:13,214 [    INFO] bender: Delivering package package_80
2021-05-03 00:34:13,214 [    INFO] employer: Package package_77 was delivered by Zoidberg
2021-05-03 00:34:13,222 [    INFO] hermes: Package package_79 successfully delivered
2021-05-03 00:34:13,222 [    INFO] amy: Delivering package package_81
2021-05-03 00:34:13,222 [    INFO] philip: Delivering package package_82
2021-05-03 00:34:13,222 [    INFO] employer: Package package_78 was delivered by Leela
2021-05-03 00:34:13,222 [    INFO] employer: Still 9922 packages to sent
2021-05-03 00:34:13,222 [    INFO] bender: Package package_80 successfully delivered
2021-05-03 00:34:13,222 [    INFO] zoidberg: Package package_83 is assigned to <Worker(Zoidberg, started 7668)>
2021-05-03 00:34:13,222 [    INFO] employer: Package package_79 was delivered by Hermes
2021-05-03 00:34:13,222 [    INFO] amy: Package package_81 successfully delivered
2021-05-03 00:34:13,222 [    INFO] philip: Package package_82 successfully delivered
2021-05-03 00:34:13,222 [    INFO] leela: Package package_84 is assigned to <Worker(Leela, started 3176)>
2021-05-03 00:34:13,222 [    INFO] employer: Still 9921 packages to sent
2021-05-03 00:34:13,222 [    INFO] employer: Package package_80 was delivered by Bender
2021-05-03 00:34:13,222 [    INFO] zoidberg: Delivering package package_83
2021-05-03 00:34:13,222 [    INFO] hermes: Package package_85 is assigned to <Worker(Hermes, started 4444)>
2021-05-03 00:34:13,222 [    INFO] employer: Package package_81 was delivered by Amy
2021-05-03 00:34:13,222 [    INFO] employer: Package package_82 was delivered by Philip
2021-05-03 00:34:13,222 [    INFO] leela: Delivering package package_84
2021-05-03 00:34:13,222 [    INFO] employer: Still 9918 packages to sent
2021-05-03 00:34:13,222 [    INFO] bender: Package package_86 is assigned to <Worker(Bender, started 2072)>
2021-05-03 00:34:13,222 [    INFO] zoidberg: Package package_83 successfully delivered
2021-05-03 00:34:13,222 [    INFO] hermes: Delivering package package_85
2021-05-03 00:34:13,222 [    INFO] amy: Package package_87 is assigned to <Worker(Amy, started 9380)>
2021-05-03 00:34:13,222 [    INFO] philip: Package package_88 is assigned to <Worker(Philip, started 7132)>
2021-05-03 00:34:13,222 [    INFO] leela: Package package_84 successfully delivered
2021-05-03 00:34:13,222 [    INFO] employer: Still 9918 packages to sent
2021-05-03 00:34:13,222 [    INFO] bender: Delivering package package_86
2021-05-03 00:34:13,222 [    INFO] employer: Package package_83 was delivered by Zoidberg
2021-05-03 00:34:13,222 [    INFO] hermes: Package package_85 successfully delivered
2021-05-03 00:34:13,222 [    INFO] amy: Delivering package package_87
2021-05-03 00:34:13,222 [    INFO] philip: Delivering package package_88
2021-05-03 00:34:13,222 [    INFO] employer: Package package_84 was delivered by Leela
2021-05-03 00:34:13,230 [    INFO] employer: Still 9916 packages to sent
2021-05-03 00:34:13,230 [    INFO] bender: Package package_86 successfully delivered
2021-05-03 00:34:13,230 [    INFO] employer: Package package_86 was delivered by Bender
2021-05-03 00:34:13,230 [    INFO] employer: Package package_85 was delivered by Hermes
2021-05-03 00:34:13,230 [    INFO] amy: Package package_87 successfully delivered
2021-05-03 00:34:13,230 [    INFO] philip: Package package_88 successfully delivered
2021-05-03 00:34:13,230 [    INFO] leela: Package package_90 is assigned to <Worker(Leela, started 3176)>
2021-05-03 00:34:13,230 [    INFO] employer: Still 9915 packages to sent
2021-05-03 00:34:13,230 [    INFO] zoidberg: Package package_89 is assigned to <Worker(Zoidberg, started 7668)>
2021-05-03 00:34:13,230 [    INFO] bender: Package package_91 is assigned to <Worker(Bender, started 2072)>
2021-05-03 00:34:13,230 [    INFO] hermes: Package package_92 is assigned to <Worker(Hermes, started 4444)>
2021-05-03 00:34:13,230 [    INFO] employer: Package package_87 was delivered by Amy
2021-05-03 00:34:13,230 [    INFO] employer: Package package_88 was delivered by Philip
2021-05-03 00:34:13,230 [    INFO] leela: Delivering package package_90
2021-05-03 00:34:13,230 [    INFO] employer: Still 9912 packages to sent
2021-05-03 00:34:13,230 [    INFO] zoidberg: Delivering package package_89
2021-05-03 00:34:13,230 [    INFO] bender: Delivering package package_91
2021-05-03 00:34:13,230 [    INFO] hermes: Delivering package package_92
2021-05-03 00:34:13,230 [    INFO] amy: Package package_93 is assigned to <Worker(Amy, started 9380)>
2021-05-03 00:34:13,230 [    INFO] philip: Package package_94 is assigned to <Worker(Philip, started 7132)>
2021-05-03 00:34:13,230 [    INFO] leela: Package package_90 successfully delivered
2021-05-03 00:34:13,230 [    INFO] employer: Still 9912 packages to sent
2021-05-03 00:34:13,230 [    INFO] zoidberg: Package package_89 successfully delivered
2021-05-03 00:34:13,230 [    INFO] bender: Package package_91 successfully delivered
2021-05-03 00:34:13,230 [    INFO] hermes: Package package_92 successfully delivered
2021-05-03 00:34:13,230 [    INFO] amy: Delivering package package_93
2021-05-03 00:34:13,230 [    INFO] philip: Delivering package package_94
2021-05-03 00:34:13,230 [    INFO] employer: Package package_90 was delivered by Leela
2021-05-03 00:34:13,230 [    INFO] employer: Still 9911 packages to sent
2021-05-03 00:34:13,230 [    INFO] employer: Package package_89 was delivered by Zoidberg
2021-05-03 00:34:13,230 [    INFO] employer: Package package_91 was delivered by Bender
2021-05-03 00:34:13,230 [    INFO] employer: Package package_92 was delivered by Hermes
2021-05-03 00:34:13,230 [    INFO] amy: Package package_93 successfully delivered
2021-05-03 00:34:13,230 [    INFO] philip: Package package_94 successfully delivered
2021-05-03 00:34:13,230 [    INFO] leela: Package package_95 is assigned to <Worker(Leela, started 3176)>
2021-05-03 00:34:13,230 [    INFO] employer: Still 9908 packages to sent
2021-05-03 00:34:13,238 [    INFO] zoidberg: Package package_96 is assigned to <Worker(Zoidberg, started 7668)>
2021-05-03 00:34:13,238 [    INFO] bender: Package package_97 is assigned to <Worker(Bender, started 2072)>
2021-05-03 00:34:13,238 [    INFO] hermes: Package package_98 is assigned to <Worker(Hermes, started 4444)>
2021-05-03 00:34:13,238 [    INFO] employer: Package package_93 was delivered by Amy
2021-05-03 00:34:13,238 [    INFO] employer: Package package_94 was delivered by Philip
2021-05-03 00:34:13,238 [    INFO] leela: Delivering package package_95
2021-05-03 00:34:13,238 [    INFO] employer: Still 9906 packages to sent
2021-05-03 00:34:13,238 [    INFO] zoidberg: Delivering package package_96
2021-05-03 00:34:13,238 [    INFO] bender: Delivering package package_97
2021-05-03 00:34:13,238 [    INFO] hermes: Delivering package package_98
2021-05-03 00:34:13,238 [    INFO] amy: Package package_99 is assigned to <Worker(Amy, started 9380)>
2021-05-03 00:34:13,238 [    INFO] philip: Package package_100 is assigned to <Worker(Philip, started 7132)>
2021-05-03 00:34:13,238 [    INFO] leela: Package package_95 successfully delivered
2021-05-03 00:34:13,238 [    INFO] employer: Still 9906 packages to sent
2021-05-03 00:34:13,238 [    INFO] zoidberg: Package package_96 successfully delivered
2021-05-03 00:34:13,238 [    INFO] bender: Package package_97 successfully delivered
2021-05-03 00:34:13,238 [    INFO] hermes: Package package_98 successfully delivered
2021-05-03 00:34:13,238 [    INFO] amy: Delivering package package_99
2021-05-03 00:34:13,238 [    INFO] philip: Delivering package package_100
2021-05-03 00:34:13,238 [    INFO] employer: Package package_95 was delivered by Leela
2021-05-03 00:34:13,238 [    INFO] employer: Still 9905 packages to sent
2021-05-03 00:34:13,238 [    INFO] employer: Package package_96 was delivered by Zoidberg
2021-05-03 00:34:13,238 [    INFO] employer: Package package_97 was delivered by Bender
2021-05-03 00:34:13,238 [    INFO] employer: Package package_98 was delivered by Hermes
2021-05-03 00:34:13,238 [    INFO] amy: Package package_99 successfully delivered
2021-05-03 00:34:13,238 [    INFO] philip: Package package_100 successfully delivered
2021-05-03 00:34:13,238 [    INFO] leela: Package package_101 is assigned to <Worker(Leela, started 3176)>
2021-05-03 00:34:13,238 [    INFO] employer: Still 9902 packages to sent
2021-05-03 00:34:13,238 [    INFO] zoidberg: Package package_102 is assigned to <Worker(Zoidberg, started 7668)>
2021-05-03 00:34:13,238 [    INFO] bender: Package package_103 is assigned to <Worker(Bender, started 2072)>
2021-05-03 00:34:13,238 [    INFO] hermes: Package package_104 is assigned to <Worker(Hermes, started 4444)>
2021-05-03 00:34:13,238 [    INFO] employer: Package package_99 was delivered by Amy
2021-05-03 00:34:13,238 [    INFO] employer: Package package_100 was delivered by Philip
2021-05-03 00:34:13,238 [    INFO] leela: Delivering package package_101
2021-05-03 00:34:13,238 [    INFO] employer: Still 9900 packages to sent
2021-05-03 00:34:13,238 [    INFO] zoidberg: Delivering package package_102
2021-05-03 00:34:13,238 [    INFO] bender: Delivering package package_103
2021-05-03 00:34:13,238 [    INFO] hermes: Delivering package package_104
2021-05-03 00:34:13,238 [    INFO] amy: Package package_105 is assigned to <Worker(Amy, started 9380)>
2021-05-03 00:34:13,246 [    INFO] philip: Package package_106 is assigned to <Worker(Philip, started 7132)>
2021-05-03 00:34:13,246 [    INFO] leela: Package package_101 successfully delivered
2021-05-03 00:34:13,246 [    INFO] employer: Still 9900 packages to sent
2021-05-03 00:34:13,246 [    INFO] zoidberg: Package package_102 successfully delivered
2021-05-03 00:34:13,246 [    INFO] bender: Package package_103 successfully delivered
2021-05-03 00:34:13,246 [    INFO] hermes: Package package_104 successfully delivered
2021-05-03 00:34:13,246 [    INFO] amy: Delivering package package_105
2021-05-03 00:34:13,246 [    INFO] philip: Delivering package package_106
2021-05-03 00:34:13,246 [    INFO] employer: Package package_101 was delivered by Leela
2021-05-03 00:34:13,246 [    INFO] employer: Still 9899 packages to sent
2021-05-03 00:34:13,246 [    INFO] employer: Package package_102 was delivered by Zoidberg
2021-05-03 00:34:13,246 [    INFO] employer: Package package_103 was delivered by Bender
2021-05-03 00:34:13,246 [    INFO] employer: Package package_104 was delivered by Hermes
2021-05-03 00:34:13,246 [    INFO] amy: Package package_105 successfully delivered
2021-05-03 00:34:13,246 [    INFO] philip: Package package_106 successfully delivered
2021-05-03 00:34:13,246 [    INFO] leela: Package package_107 is assigned to <Worker(Leela, started 3176)>
2021-05-03 00:34:13,246 [    INFO] employer: Still 9896 packages to sent
2021-05-03 00:34:13,246 [    INFO] zoidberg: Package package_108 is assigned to <Worker(Zoidberg, started 7668)>
2021-05-03 00:34:13,246 [    INFO] bender: Package package_109 is assigned to <Worker(Bender, started 2072)>
2021-05-03 00:34:13,246 [    INFO] hermes: Package package_110 is assigned to <Worker(Hermes, started 4444)>
2021-05-03 00:34:13,246 [    INFO] employer: Package package_105 was delivered by Amy
2021-05-03 00:34:13,246 [    INFO] employer: Package package_106 was delivered by Philip
2021-05-03 00:34:13,246 [    INFO] leela: Delivering package package_107
2021-05-03 00:34:13,246 [    INFO] employer: Still 9894 packages to sent
2021-05-03 00:34:13,246 [    INFO] zoidberg: Delivering package package_108
2021-05-03 00:34:13,246 [    INFO] bender: Delivering package package_109
2021-05-03 00:34:13,246 [    INFO] hermes: Delivering package package_110
2021-05-03 00:34:13,246 [    INFO] amy: Package package_111 is assigned to <Worker(Amy, started 9380)>
2021-05-03 00:34:13,246 [    INFO] philip: Package package_112 is assigned to <Worker(Philip, started 7132)>
2021-05-03 00:34:13,246 [    INFO] leela: Package package_107 successfully delivered
2021-05-03 00:34:13,246 [    INFO] employer: Still 9894 packages to sent
2021-05-03 00:34:13,246 [    INFO] zoidberg: Package package_108 successfully delivered
2021-05-03 00:34:13,246 [    INFO] bender: Package package_109 successfully delivered
2021-05-03 00:34:13,246 [    INFO] hermes: Package package_110 successfully delivered
